ConstellationShortName,AlphanumericName,ApparentMagnitude,Bayer 編號,ConsID,Declination,Flamsteed,HipparcosNumber,Name,RightAscension,ith,星點,英文星名
Lyn,Alpha,3.140000105,α Lyn,51,34.3925,40 Lyn,45860,α,140.2644,1,軒轅四,
Lup,Delta,3.220000029,δ Lup,50,-40.6475,,75141,δ,230.343,4,騎官二,
Sgr,Chi1,5.019999981,χ1 Sgr,72,-24.5084,47 Sgr,95477,χ1,291.318,26,狗二,
Cen,Mu,3.470000029,μ Cen,19,-42.4737,,67472,μ,207.4035,14,衡二,
Cen,Gamma,2.200000048,γ Cen,19,-48.9599,,61932,γ,190.38,5,庫樓七,
Crt,Beta,4.460000038,β Crt,29,-22.8256,11 Crt,54682,β,167.9145,4,翼宿十六,
Cen,RigelKentaurus,-0.01,α1 Cen,19,-60.8351,,71683,RigelKentaurus,219.921,1,南門二,Rigil Kent
Oct,Pi1,5.650000095,,58,-83.2278,,73540,π1,225.462,20,,
Sco,Beta2,4.900000095,,73,-19.8018,,78821,β2,241.3605,25,,
Ind,Rho,6.039999962,,44,-70.0739,,113137,ρ,343.665,13,,
CrB,Delta,4.590000153,δ CrB,27,26.0685,10 CrB,77512,δ,237.399,6,貫索六,
Phe,Sigma,5.179999828,,64,-50.2264,,117315,σ,356.817,17,,
Lib,Theta,4.130000114,θ Lib,49,-16.7296,46 Lib,77853,θ,238.4565,7,西咸三,
Dra,nil,3.819999933,λ Dra,34,69.3311,1 Dra,56211,Giauzar,172.851,10,三 上輔,Giausar
Cap,Xi1,6.340000153,ξ1 Cap,16,-12.3924,1 Cap,99529,ξ1,302.991,26,牛宿增四,
Oct,Rho,5.570000172,,58,-84.4655,,76996,ρ,235.8165,19,,
Aql,Omega1,5.28000021,ω1 Aql,5,11.5954,25 Aql,94834,ω1,289.4535,19,吳越增五,
Phe,Beta,3.319999933,β Phe,64,-46.7185,,5165,β,16.5213,2,火鳥九,
And,Eta,4.400000095,η And,1,23.4178,38 And,4463,η,14.30178,15,奎宿一,
Vir,Tau,4.230000019,τ Vir,86,1.54458,93 Vir,68520,τ,210.411,14,天田二,
Pic,Delta,4.71999979,,65,-54.9687,,29276,δ,92.5746,4,,
PsA,Mu,4.5,μ PsA,67,-32.9884,14 PsA,109285,μ,332.0955,7,天錢四,
Cir,Beta,4.070000172,,23,-58.8009,,74824,β,229.3785,2,,
Lib,Upsilon,3.599999905,υ Lib,49,-28.1351,39 Lib,76470,υ,234.2565,4,天輻一,
Ari,Mu,5.739999771,μ Ari,7,20.0116,34 Ari,12640,μ,40.59135,19,左更二,
Ser,Epsilon,3.710000038,ε Ser,76,4.47758,37 Ser,77622,?,237.7035,6,八 巴,
CrB,Rho,5.389999866,ρ CrB,27,33.3054,15 CrB,78459,ρ,240.261,16,貫索九,
Peg,nil,3.50999999,μ Peg,62,24.6017,48 Peg,112748,Sadalbari,342.501,7,離宮二,Sadalbari
Aql,Rho,4.940000057,ρ Aql,5,15.1975,67 Aql,99742,ρ,303.5685,15,左旗九,
Pup,nil,2.210000038,ζ PuP,68,-40.0032,,39429,Naos,120.8961,1,弧矢增廿二,
CMa,nil,3.019999981,ζ CMa,14,-30.0634,1 CMa,30122,Furud,95.07825,6,孫增一,
Cap,Sigma,5.28000021,σ Cap,16,-19.1185,7 Cap,100195,σ,304.848,21,牛宿增八,
Ari,Theta,5.579999924,θ Ari,7,19.9012,22 Ari,10732,θ,34.5315,18,婁宿增十三,
Cas,Psi,4.71999979,ψ Cas,18,68.1299,36 Cas,6692,ψ,21.483,15,華蓋五,
Sco,Upsilon,2.700000048,υ Sco,73,-37.2957,34 Sco,85696,υ,262.6905,8,尾宿九,Lesath
Cep,Theta,4.210000038,θ Cep,20,62.9941,2 Cep,101093,θ,307.395,9,天鉤三,
CVn,Alpha1,5.610000134,,13,38.3147,,63121,α1,194.0025,3,,
Aps,Theta,5.690000057,,3,-76.7967,,68815,θ,211.3335,12,,
Cap,nil,3.690000057,γ Cap,16,-16.6623,40 Cap,106985,Nashira,325.023,4,壘壁陣三,Nashira
Cap,Al,3.579999924,α2 Cap,16,-12.5449,6 Cap,100064,Al,304.5135,3,牛宿二,
And,Zeta,4.079999924,ζ And,1,24.2674,34 And,3693,ζ,11.834955,8,奎宿二,
PsA,Delta,4.199999809,δ PsA,67,-32.5397,23 PsA,113246,δ,343.9875,3,天綱,
Pav,Tau,6.25,,61,-69.1908,,94724,τ,289.119,24,,
Phe,Delta,3.930000067,δ Phe,64,-49.0731,,7083,δ,22.81245,5,天園一,
UMi,Epsilon,4.210000038,ε UMi,84,82.0373,22 UMi,82080,?,251.493,4,勾陳三,
Aql,Iota,4.360000134,ι Aql,5,-1.28655,41 Aql,96468,ι,294.18,10,右旗五,
Aqr,Zeta1,3.650000095,ζ Aqr,4,-0.020063,55 Aqr,110960,ζ1,337.2075,4,墳墓一,
Scl,Iota,5.179999828,,74,-28.9813,,1708,ι,5.3799,7,,
Crv,Eta,4.300000191,η Crv,28,-16.1959,8 Crv,61174,η,188.019,6,左轄,
Vir,Mu,3.869999886,μ Vir,86,-5.65743,107 Vir,71957,μ,220.7655,8,亢宿增七,
Ser,Tau3,6.099999905,τ3 Ser,76,17.6556,15 Ser,76337,τ3,233.889,29,周增五,
Eri,Epsilon,3.720000029,ε Eri,36,-9.45831,18 Eri,16537,?,53.23515,10,天苑四,
Cap,Chi,5.300000191,χ Cap,16,-21.1935,25 Cap,104365,χ,317.1405,22,齊,
Cha,Delta2,4.449999809,δ2 Cha,22,-80.5402,,52633,δ2,161.4465,5,小斗四,
Aqr,nil,3.859999895,γ Aqr,4,-1.38735,48 Aqr,110395,Sadachbia,335.4135,7,墳墓二,Sadachbia
Cir,Epsilon,4.849999905,,23,-63.6105,,74837,?,229.4115,4,,
Tau,Rho,4.650000095,ρ Tau,78,14.8445,86 Tau,21273,ρ,68.46195,20,天節二,
Vel,Psi,3.599999905,ψ Vel,85,-40.4669,,46651,ψ,142.6755,7,天記增一,
Aur,Rho,5.21999979,ρ Aur,8,41.8047,20 Aur,25048,ρ,80.45175,26,咸池一,
Cet,nil,3.470000029,γ Cet,21,3.23617,86 Cet,12706,Kaffaljidhm,40.8255,4,天囷八,
Sco,Psi,4.929999828,ψ Sco,73,-10.0642,15 Sco,79375,ψ,243,26,罰增二,
Phe,Psi,4.389999866,,64,-46.3024,,8837,ψ,28.4118,9,,
Lep,Gamma,3.589999914,γ Lep,48,-22.4475,13 Lep,27072,γ,86.1165,6,廁三,
Gru,Zeta,4.110000134,ζ Gru,39,-52.7541,,113638,ζ,345.2205,7,鶴六,
CrA,Mu,5.199999809,,26,-40.4061,,92226,μ,281.9355,10,,
Ori,Sigma,3.769999981,σ Ori,60,-2.60007,48 Ori,26549,σ,84.68655,15,參宿增一,
Oct,Beta,4.130000114,,58,-81.3816,,112405,β,341.5155,2,,
Tau,Delta1,3.769999981,δ1 Tau,78,17.5426,61 Tau,20455,δ1,65.73345,11,畢宿三,
Pav,Pi,4.329999924,π Pav,61,-63.668,,88866,π,272.145,9,孔雀二,
Equ,Beta,5.159999847,β Equ,35,6.81111,10 Equ,105570,β,320.724,4,司危一,
UMi,Zeta,4.289999962,ζ UMi,84,77.7945,16 UMi,77055,ζ,236.0145,5,勾陳四,
Cnc,nil,5.300000191,μ Cnc,12,21.582,10 Cnc,39780,Tegmine,121.941,13,水位增六,
Lyr,Lambda,4.940000057,λ Lyr,52,32.1455,15 Lyr,93279,λ,285.003,11,漸台增四,
Cnc,Asellus,4.659999847,γ Cnc,12,21.4686,43 Cnc,42806,Asellus,130.82175,5,鬼宿三,Asellus Borealis
Cen,Pi,3.900000095,,19,-54.491,,55425,π,170.2515,18,,
Cet,Epsilon,4.829999924,ε Cet,21,-11.8716,83 Cet,12390,?,39.89055,19,芻?六,
Phe,Eta,4.360000134,η Phe,64,-57.4631,,3405,η,10.83852,8,水委三,
Sgr,Nu1,4.860000134,ν1 Sgr,72,-22.7448,32 Sgr,92761,ν1,283.542,23,建增六,
Aql,Kappa,4.929999828,κ Aql,5,-7.02747,39 Aql,96483,κ,294.222,14,右旗八,
Equ,Delta,4.46999979,δ Equ,35,10.0077,7 Equ,104858,δ,318.6195,2,司非二,
Ari,Tau1,5.269999981,,7,21.1471,,15627,τ1,50.3067,13,,
Aur,Psi8,6.460000038,ψ8 Aur,8,38.5051,61 Aur,33133,ψ8,103.48785,31,座旗增四,
Phe,Upsilon,5.210000038,,64,-41.4869,,5300,υ,16.94925,18,,
Boo,Upsilon,4.050000191,υ Boo,9,15.7978,5 Boo,67459,υ,207.369,10,右攝提三,
Phe,Nu,4.96999979,,64,-45.5321,,5862,ν,18.7941,13,,
Tau,nil,1.649999976,β Tau,78,28.6079,112 Tau,25428,Alnath,81.57285,2,五車五,Alnath
CrB,Zeta1,4.639999866,ζ2 CrB,27,36.6358,7 CrB,76669,ζ1,234.8445,7,七公增七,
Oct,Tau,5.5,,58,-87.4822,,115836,τ,352.0155,17,,
Cet,nil,6.46999979,ο Cet,21,-2.97706,68 Cet,10826,Mira,34.8366,27,芻?增二,
Ori,Tau,3.589999914,τ Ori,60,-6.84439,20 Ori,24674,τ,79.4016,12,參宿增卅八,
Scl,Theta,5.239999771,,74,-35.1334,,950,θ,2.93286,8,,
Dra,nil,3.839999914,ε Dra,34,70.2678,63 Dra,97433,Tyl,297.042,11,天廚三,
Peg,nil,3.519999981,θ Peg,62,6.19779,26 Peg,109427,Baham,332.5485,8,危宿二,Biham
Ari,Rho2,5.760000229,RZ Ari,7,18.3317,45 Ari,13654,ρ2,43.9521,20,左更增五,
Lep,Zeta,3.549999952,ζ Lep,48,-14.8219,14 Lep,27288,ζ,86.739,5,廁增七,
Gru,Kappa,5.369999886,,39,-53.9646,,113957,κ,346.1655,16,,
Cet,Lambda,4.710000038,λ Cet,21,8.9074,91 Cet,13954,λ,44.92875,16,天囷三,
Hyi,Tau2,6.050000191,,43,-80.1762,,8366,τ2,26.9445,16,,
Tel,Delta1,4.920000076,,79,-45.9147,,90830,δ1,277.9395,6,,
Lep,nil,2.579999924,α Lep,48,-17.8223,11 Lep,25985,Arneb,83.1825,1,廁一,Arneb
Aur,Psi7,4.989999771,ψ7 Aur,8,41.7816,58 Aur,32844,ψ7,102.6915,21,座旗六,
TrA,Theta,5.5,,81,-65.4953,,81252,θ,248.937,9,,
Ori,Theta2,4.980000019,θ2 Ori,60,-5.41606,43 Ori,26235,θ2,83.84535,34,伐二,
Oct,Nu,3.730000019,ν Oct,58,-77.3895,,107089,ν,325.368,1,蛇尾三,
Cyg,Mu2,6.090000153,,31,28.746,,0,μ2,326.0295,27,,
Gem,Iota,3.779999971,ι Gem,38,27.7983,60 Gem,36046,ι,111.432,13,五諸侯三,
Tri,Epsilon,5.5,ε Tri,80,33.2842,3 Tri,9570,?,30.7416,5,天大將軍增五,
Lyr,Zeta1,4.340000153,ζ1 Lyr,52,37.6051,6 Lyr,91971,ζ1,281.193,6,織女三,
Cnc,Sigma3,5.230000019,σ3 Cnc,12,32.4186,64 Cnc,44154,σ3,134.88615,12,軒轅增五,
CMa,Nu3,4.420000076,ν3 CMa,14,-18.2375,8 CMa,31700,ν3,99.47265,18,軍市二,
Aur,Nu,3.970000029,ν Aur,8,39.1485,32 Aur,27673,ν,87.8724,9,柱五,
Cen,Lambda,3.109999895,λ Cen,19,-63.0198,,56561,λ,173.946,11,海山五,
Aql,Omicron,5.119999886,ο Aql,5,10.4161,54 Aql,97675,ο,297.756,16,河鼓增五,
Tel,Mu,6.289999962,,79,-55.11,,95932,μ,292.644,13,,
Tri,Gamma,4.03000021,γ Tri,80,33.8473,9 Tri,10670,γ,34.32855,3,天大將軍十,
Dra,Psi2,5.429999828,ψ2 Dra,34,72.0051,34 Dra,87728,ψ2,268.797,26,女史,
Cas,Mu,5.170000076,,18,54.9242,,5336,μ,17.0538,25,,
Cet,Eta,3.460000038,η Cet,21,-10.1819,31 Cet,5364,η,17.14695,3,天倉二,
Gru,Beta,2.069999933,β Gru,39,-46.8846,,112122,β,340.6665,2,鶴二,
Cyg,Mu1,4.489999771,μ Cyg,31,28.7432,78 Cyg,107310,μ1,326.0355,17,臼一,
Peg,Xi,4.199999809,ξ Peg,62,12.1741,46 Peg,112447,ξ,341.673,12,雷電二,
Per,nil,3.980000019,ξ Per,63,35.791,46 Per,18614,Menkib,59.74125,13,卷舌三,Menkib
Phe,Omega,6.119999886,,64,-57.0024,,4829,ω,15.5076,24,,
Lib,Kappa,4.75,κ Lib,49,-19.6786,43 Lib,76880,κ,235.4865,9,日,
Sgr,Upsilon,4.519999981,υ Sgr,72,-15.955,46 Sgr,95176,υ,290.4315,20,建六,
Hyi,Iota,5.510000229,,43,-77.3886,,15201,ι,48.98895,11,,
Tel,Alpha,3.49000001,α Tel,79,-45.9683,,90422,α,276.744,1,鱉一,
Sct,Delta,4.699999809,δ Sct,75,-9.05255,,91726,δ,280.569,5,天弁二,
Peg,Psi,4.630000114,ψ Peg,62,25.1415,84 Peg,118131,ψ,359.4405,16,壁宿增六,
Leo,Psi,5.360000134,ψ Leo,46,14.0217,16 Leo,47723,ψ,145.9329,23,酒旗一,
Aur,Sigma,5.019999981,σ Aur,8,37.3854,21 Aur,25292,σ,81.16305,22,天潢四,
Hyi,Sigma,6.150000095,,43,-78.3487,,8991,σ,28.95945,17,,
Leo,nil,2.00999999,γ Leo,46,19.8419,41 Leo,50583,Algieba,154.992,2,軒轅十二,Algieba
Ara,Theta,3.650000095,θ Ara,6,-50.0915,,88714,θ,271.6575,6,杵增一,
Pav,Eta,3.609999895,η Pav,61,-64.7237,,86929,η,266.433,4,孔雀一,
Tel,Delta2,5.070000172,,79,-45.7574,,90853,δ2,278.0085,9,,
TrA,Gamma,2.869999886,γ TrA,81,-68.6795,,74946,γ,229.728,3,三角形一,
Men,Eta,5.46999979,,53,-74.937,,22871,η,73.7964,6,,
Sco,nil,2.289999962,δ Sco,73,-22.6216,7 Sco,78401,Dschubba,240.084,4,房宿三,Dschubba
Cha,Kappa,5.039999962,,22,-76.5192,,58905,κ,181.194,7,,
Sgr,nil,2.980000019,γ Sgr,72,-30.4237,10 Sgr,88635,Nasl,271.452,7,箕宿一,Alnasl
PsA,Eta,5.429999828,η PsA,67,-28.4537,12 PsA,108661,η,330.2085,12,天錢增一,
Col,Lambda,4.880000114,λ Col,24,-33.8014,,27810,λ,88.27875,9,子一,
Oph,nil,2.75999999,β Oph,59,4.56692,60 Oph,86742,Celbalrai,265.8675,5,宗正一,Cebalrai
Tuc,Beta1,4.360000134,β1 Tuc,82,-62.9581,,2484,β1,7.885665,5,鳥喙四,
Ser,Gamma,3.849999905,γ Ser,76,15.6647,41 Ser,78072,γ,239.112,8,四 鄭,
Ara,Pi,5.25,,6,-54.5001,,86305,π,264.5235,14,,
Gem,Phi,4.96999979,? Gem,38,26.7659,83 Gem,38538,?,118.3743,22,五諸侯五,
Hya,Epsilon,3.380000114,ε Hya,42,6.41891,11 Hya,43109,?,131.6943,6,柳宿五,
Mon,Zeta,4.360000134,ζ Mon,55,-2.98378,29 Mon,39863,ζ,122.1486,5,外廚增一,
Cir,Eta,5.159999847,,23,-64.0314,,73776,η,226.2,7,,
Boo,nil,3.49000001,β Boo,9,40.3906,42 Boo,73555,Nekkar,225.486,6,七公增五,
Lib,nil,2.75,α2 Lib,49,-16.0416,9 Lib,72622,Zubenelgenubi,222.72,2,氐宿一,Zubenelgenubi
Ari,Xi,5.480000019,ξ Ari,7,10.6106,24 Ari,11249,ξ,36.2043,15,天囷增七,
Boo,Mu2,6.510000229,,9,37.3471,,75415,μ2,231.129,26,,
Dra,Phi,4.21999979,? Dra,34,71.3377,43 Dra,89908,?,275.19,14,柱史,
Nor,Iota1,4.630000114,,57,-57.7749,,78662,ι1,240.885,3,,
Cnc,Xi,5.159999847,ξ Cnc,12,22.0454,77 Cnc,44946,ξ,137.3397,8,軒轅增廿四,
Hor,Mu,5.119999886,,41,-59.7376,,14240,μ,45.90375,4,,
Ser,Zeta,4.619999886,ζ Ser,76,-3.69016,57 Ser,88175,ζ,270.12,15,東海增一,
Cep,Iota,3.5,ι Cep,20,66.2007,32 Cep,112724,ι,342.42,6,天鉤八,
Cap,Iota,4.28000021,ι Cap,16,-16.8346,32 Cap,105515,ι,320.562,9,代一,
Eri,Tau8,4.639999866,τ8 Eri,36,-24.6122,33 Eri,18216,τ8,58.42785,28,天苑十五,
Sco,Kappa,2.390000105,κ Sco,73,-39.0299,,86670,κ,265.6215,6,尾宿七,
Boo,Iota,4.75,ι Boo,9,51.367,21 Boo,69713,ι,214.0425,20,天槍二,
Psc,Nu,4.449999809,ν Psc,66,5.4876,106 Psc,7884,ν,25.35795,10,外屏五,
Oct,Delta,4.309999943,δ Oct,58,-83.6679,,70638,δ,216.732,3,異雀五,
Eri,nil,4.039999962,ο1 Eri,36,-6.83778,38 Eri,19587,Beid,62.9664,15,九州殊口二,Beid
Ori,Theta1C,6.710000038,θ1D Ori,60,-5.38768,41D Ori,26224,θ1C,83.8216,36,伐增二,
Gru,Theta,4.28000021,θ Gru,39,-43.5203,,114131,θ,346.7205,9,鶴八,
Her,Iota,3.819999933,ι Her,40,46.0063,85 Her,86414,ι,264.8655,10,天棓五,
Aqr,Nu,4.5,ν Aqr,4,-11.3717,13 Aqr,104459,ν,317.3985,16,天壘城十,
Gem,nil,3.5,δ Gem,38,21.9823,55 Gem,35550,Wasat,110.03085,9,天樽二,Wasat
Lib,nil,2.609999895,β Lib,49,-9.38287,27 Lib,74785,Zubeneshamali,229.2525,1,氐宿四,Zubeneschamali
Cap,Omicron1,5.940000057,οA Cap,16,-18.583,12A Cap,101123,ο1,307.4745,25,牛宿五,
CrA,Gamma1,4.230000019,γ CrA,26,-37.0628,,93825,γ1,286.605,3,鱉七,
CrA,Epsilon,4.829999924,ε CrA,26,-37.1071,,93174,?,284.6805,7,鱉八,
Cir,Alpha,3.180000067,α Cir,23,-64.9746,,71908,α,220.6275,1,南門增二,
Ari,Omicron,5.78000021,ο Ari,7,15.3119,37 Ari,12803,ο,41.13735,21,左更三,
Ind,Epsilon,4.690000057,,44,-56.7798,,108870,?,330.822,6,,
And,Tau,4.960000038,τ And,1,40.5771,53 And,7818,τ,25.14495,21,天大將軍七,
Pup,Omicron,4.400000095,ο PuP,68,-25.9372,,38070,ο,117.0216,8,弧矢五,
Cnc,Nu,5.449999809,ν Cnc,12,24.4529,69 Cnc,44405,ν,135.68445,19,軒轅增廿三,
And,nil,2.069999933,α And,1,29.0908,21 And,677,Alpheratz,2.096535,1,壁宿二,Alpheratz
Her,Sigma,4.199999809,σ Her,40,42.4369,35 Her,81126,σ,248.526,16,七公增十五,
Tau,Delta3,4.300000191,δ3 Tau,78,17.928,68 Tau,20648,δ3,66.37215,18,畢宿二,
Psc,Gamma,3.700000048,γ Psc,66,3.28225,6 Psc,114971,γ,349.29,2,霹靂二,
Cap,Upsilon,5.150000095,υ Cap,16,-18.1386,15 Cap,101984,υ,310.0125,18,羅堰二,
For,Eta2,5.920000076,,37,-35.8437,,13225,η2,42.56145,21,,
LMi,nil,4.489999771,,47,35.2447,21 LMi,49593,HIP 49593,151.857,3,內平二,
Cen,Omicron2,5.119999886,,19,-59.5156,,56250,ο2,172.953,27,,
CMi,Gamma,4.329999924,γ CMi,15,8.9255,4 CMi,36284,γ,112.041,3,南河增一,
PsA,Zeta,6.429999828,,67,-26.0736,,111138,ζ,337.7235,14,,
Eri,Nu,3.930000067,ν Eri,36,-3.35245,48 Eri,21444,ν,69.0798,13,九州殊口四,
Hya,nil,1.99000001,α Hya,42,-8.65868,30 Hya,46390,Alphard,141.89685,1,星宿一,Alphard
Cyg,Pi2,4.230000019,π2 Cyg,31,49.3096,81 Cyg,107533,π2,326.6985,15,螣蛇三,
TrA,Iota,5.28000021,,81,-64.058,,80645,ι,246.9885,8,,
Cap,Pi,5.079999924,π Cap,16,-18.2117,10 Cap,100881,π,306.8295,17,牛宿四,
Sgr,nil,3.960000038,β1 Sgr,72,-44.4589,,95241,Arkab,290.6595,15,天淵二,Arkab
Sgr,Theta2,5.300000191,θ2 Sgr,72,-34.6976,,98421,θ2,299.964,28,狗國增二,
Lyr,nil,3.25,γ Lyr,52,32.6896,14 Lyr,93194,Sulaphat,284.736,2,漸台三,Sulafat
Cha,Gamma,4.110000134,γ Cha,22,-78.6078,,51839,γ,158.868,2,小斗三,
Ser,Delta,3.799999952,δ Ser,76,10.5389,13 Ser,76276,δ,233.7015,7,六 秦,
Ara,Epsilon1,4.059999943,ε1 Ara,6,-53.1605,,83153,?1,254.8965,8,龜一,
UMi,Eta,4.949999809,η UMi,84,75.7547,21 UMi,79822,η,244.377,7,勾陳增九,
Sgr,Rho2,5.840000153,ρ2 Sgr,72,-18.3082,45 Sgr,95188,ρ2,290.4615,32,建增八,
Hya,Kappa,5.070000172,κ Hya,42,-14.3322,38 Hya,47452,κ,145.07655,26,張宿五,
Hya,Mu,3.829999924,μ Hya,42,-16.8361,42 Hya,51069,μ,156.5235,9,張宿三,
Cen,Upsilon1,3.869999886,υ1 Cen,19,-44.8035,,68282,υ1,209.67,17,柱二,
Boo,Lambda,4.179999828,λ Boo,9,46.0879,19 Boo,69732,λ,214.0965,11,玄戈,
Cet,Kappa2,5.699999809,κ2 Cet,21,3.67568,97 Cet,15619,κ2,50.2782,26,天囷二,
Cir,Zeta,6.090000153,,23,-65.9911,,72965,ζ,223.677,8,,
Ret,Zeta1,5.53000021,,70,-62.5769,,15330,ζ1,49.43535,10,,
Per,Delta,3.00999999,δ Per,63,47.7877,39 Per,17358,δ,55.73115,6,天船五,
Mic,Theta2,5.760000229,,54,-41.0067,,105696,θ2,321.1035,10,,
Cap,Rho,4.769999981,ρ Cap,16,-17.8137,11 Cap,101027,ρ,307.215,14,牛宿六,
Ind,Gamma,6.099999905,,44,-54.6606,,105841,γ,321.564,14,,
Pyx,Lambda,4.710000038,,69,-28.8339,,46026,λ,140.8014,5,,
Vir,Theta,4.380000114,θ Vir,86,-5.53893,51 Vir,64238,θ,197.487,15,平道一,
Cep,Zeta,3.390000105,ζ Cep,20,58.2012,21 Cep,109492,ζ,332.7135,4,造父二,
Ant,Epsilon,4.510000229,,2,-35.9513,,46515,?,142.31145,2,,
For,Nu,4.679999828,ν For,37,-29.2968,,9677,ν,31.1226,3,天庾一*,
Lup,Phi2,4.539999962,?2 Lup,50,-36.8584,,75304,?2,230.7885,21,頓頑增一,
Aur,Psi6,5.21999979,ψ6 Aur,8,48.7895,57 Aur,32562,ψ6,101.91495,25,座旗一,
Leo,Omega,5.400000095,ω Leo,46,9.05677,2 Leo,46454,ω,142.11405,24,酒旗三,
Aps,Gamma,3.859999895,γ Aps,3,-78.897,,81065,γ,248.364,2,異雀四,
Sct,Epsilon,4.880000114,ε Sct,75,-8.27524,,91845,?,280.8795,7,天弁三,
Pup,Xi,3.339999914,ξ PuP,68,-24.8598,7 PuP,38170,ξ,117.32355,7,弧矢增十七,
Oct,Eta,6.190000057,,58,-84.5939,,53702,η,164.8095,26,,
Cnc,Chi,5.130000114,χ Cnc,12,27.2186,18 Cnc,40843,χ,125.01615,7,爟增六,
For,Phi,5.130000114,,37,-33.8111,,11477,?,37.0071,6,,
Aps,Zeta,4.760000229,ζ Aps,3,-67.7706,,84969,ζ,260.4975,5,異雀一,
Ara,Lambda,4.760000229,,6,-49.4152,,86486,λ,265.0995,10,,
Leo,Xi,4.989999771,ξ Leo,46,11.3,5 Leo,46771,ξ,142.9866,21,酒旗二,
Cen,nil,0.610000014,β Cen,19,-60.373,,68702,Hadar,210.9555,2,馬腹一,Hadar
Ori,nil,0.180000007,β Ori,60,-8.20164,19 Ori,24436,Rigel,78.6345,1,參宿七,Rigel
Ind,Iota,5.059999943,,44,-51.6082,,102950,ι,312.8745,8,,
Ari,nil,2.00999999,α Ari,7,23.4628,13 Ari,9884,Hamal,31.7928,1,婁宿三,Hamal
Tuc,Theta,6.110000134,,82,-71.2662,,2629,θ,8.346765,16,,
Dra,Eta,2.730000019,η Dra,34,61.5141,14 Dra,80331,η,245.9985,2,三 少宰,
Cnc,nil,3.529999971,β Cnc,12,9.18566,17 Cnc,40526,Tarf,124.1289,1,柳宿增十,
Del,Delta,4.429999828,δ Del,32,15.0747,11 Del,102281,δ,310.8645,5,瓠瓜三,
Phe,Kappa,3.930000067,κ Phe,64,-43.6799,,2072,κ,6.550485,6,火鳥五,
Tel,Xi,4.929999828,,79,-52.8808,,99120,ξ,301.8465,7,,
Ind,Pi,6.170000076,,44,-57.8996,,108281,π,329.058,16,,
Hya,Xi,3.539999962,ξ Hya,42,-31.8575,,56343,ξ,173.2515,7,青丘五,
Cru,Epsilon,3.589999914,,30,-60.4014,,60260,?,185.3415,5,,
Sgr,Kappa1,5.599999905,,72,-42.0493,,100469,κ1,305.6145,30,,
Pav,Delta,3.549999952,δ Pav,61,-66.1793,,99240,δ,302.175,3,孔雀六,
Cnc,Eta,5.329999924,η Cnc,12,20.4413,33 Cnc,41909,η,128.17725,14,鬼宿二,
Scl,Lambda1,6.050000191,,74,-38.4635,,3356,λ1,10.67871,18,,
Sgr,Rho1,3.920000076,ρ1 Sgr,72,-17.8473,44 Sgr,95168,ρ1,290.418,14,建五,
Peg,Phi,5.059999943,? Peg,62,19.1204,81 Peg,117718,?,358.122,21,壁宿增九,
Oct,Psi,5.489999771,ψ Oct,58,-77.5116,,110078,ψ,334.461,16,蛇尾二,
Cru,Theta1,4.320000172,,30,-63.3129,,58758,θ1,180.7575,9,,
Cas,Lambda,4.739999771,λ Cas,18,54.5223,14 Cas,2505,λ,7.942995,16,王良五,
Eri,Rho2,5.320000172,ρ2 Eri,36,-7.68546,9 Eri,14168,ρ2,45.67605,35,天苑增十一,
Lib,Iota2,6.070000172,ι2 Lib,49,-19.6475,25 Lib,74493,ι2,228.33,22,氐宿增十一,
And,Nu,4.53000021,ν And,1,41.079,35 And,3881,ν,12.45345,17,奎宿七,
Aur,Psi9,5.849999905,,8,46.274,,33377,ψ9,104.1336,30,,
Peg,Lambda,3.970000029,λ Peg,62,23.5657,47 Peg,112440,λ,341.6325,10,離宮一,
Lep,Theta,4.670000076,θ Lep,48,-14.9353,18 Lep,28910,θ,91.53885,12,廁增五,
PsA,Gamma,4.460000038,γ PsA,67,-32.8755,22 PsA,112948,γ,343.131,6,敗臼三,
Her,Upsilon,4.71999979,υ Her,40,46.0369,6 Her,78592,υ,240.699,22,七公增四,
Eri,Psi,4.800000191,ψ Eri,36,-7.17398,65 Eri,23364,ψ,75.3597,30,玉井二,
Per,Iota,4.050000191,ι Per,63,49.6135,,14632,ι,47.262,15,大陵三,
UMa,nil,3.349999905,ο UMa,83,60.7184,1 UMa,41704,Muscida,127.56675,12,內階一,Muscida
Oph,Omicron1,5.139999866,οA Oph,59,-24.2869,39A Oph,84626,ο1,259.503,23,天江增六,
Aqr,Iota,4.289999962,ι Aqr,4,-13.8695,33 Aqr,109139,ι,331.6095,13,壘壁陣五,
Tuc,Alpha,2.869999886,α Tuc,82,-60.2595,,110130,α,334.626,1,鳥喙一,
Lib,Iota1,4.539999962,ι1 Lib,49,-19.7916,24 Lib,74392,ι1,228.0555,8,氐宿二,
Cnc,Upsilon2,6.349999905,,12,24.0849,,41940,υ2,128.2506,32,,
Oph,Yed,3.230000019,ε Oph,59,-4.69261,2 Oph,79882,Yed,244.5795,7,十 楚,Yed Posterior
Pic,Zeta,5.440000057,,65,-50.6065,,24829,ζ,79.84215,8,,
Nor,Iota2,5.570000172,,57,-57.9342,,79153,ι2,242.328,11,,
Cet,Pi,4.239999771,π Cet,21,-13.8587,89 Cet,12770,π,41.0307,11,天苑七,
